,SalesID,SalesPersonID,CustomerID,ProductID,Quantity,Discount,TotalPrice,SalesDate,TransactionNumber
911287,911288,6,80649,75,21,0.0,0.0,2018-01-04 17:53:40.380,QMERJ6C2QMLQVPLABF0K
3040600,3040601,3,56639,357,15,0.0,0.0,2018-01-05 04:43:07.820,281RKHHD8RR9BFCK2634
1280550,1280551,16,33909,375,9,0.0,0.0,2018-01-05 04:48:18.520,53MUIZZNJDUDNGBY43R2
1923183,1923184,23,45986,314,12,0.0,0.0,2018-01-05 09:34:12.800,E43OMRB53IG1S7ONLY0O
3993520,3993521,1,88424,307,23,0.0,0.0,2018-01-05 11:59:57.590,NZGMUJ4LGU4REMXMI0CE
440077,440078,23,15478,404,4,0.2,0.0,2018-01-05 17:11:40.670,FLCJYHWPPUA0M4S93VL2
1168257,1168258,22,24554,321,7,0.0,0.0,2018-01-05 17:52:50.470,2WTGEFFJMV4SV1BIMRVW
3943767,3943768,2,61183,442,16,0.2,0.0,2018-01-05 18:46:50.170,HNGZPV3MU4PY2XD5M1PV
295168,295169,6,17350,262,5,0.0,0.0,2018-01-05 21:13:29.130,10IYJMTJL9WM3YVU0PR6
3143836,3143837,11,14864,310,4,0.0,0.0,2018-01-05 23:43:21.980,4FHPVC01J568V2DIP0JR
3491596,3491597,10,35482,116,9,0.2,0.0,2018-01-06 00:04:05.820,L018PJ81LIR4GUDZCEEN
291707,291708,2,39490,177,10,0.1,0.0,2018-01-06 00:30:12.450,C20BFGGFW2WG0VZFNHLA
3587506,3587507,4,19747,358,5,0.0,0.0,2018-01-06 04:36:08.080,2OAT3F80DZI0F7O62LZ0
6032053,6032054,17,52070,118,14,0.0,0.0,2018-01-06 06:37:52.420,HC1KAR8NFMNFZIH6NNR7
891839,891840,11,16967,329,5,0.2,0.0,2018-01-06 09:50:23.960,8SCSDIK5MVLK0B5LILK0
3134645,3134646,2,11621,80,3,0.0,0.0,2018-01-06 11:15:13.740,MAQ4XEY7J0EULYIOFBQM
911008,911009,13,76533,70,20,0.1,0.0,2018-01-06 15:36:14.740,7134QHFV2YI9IOQIR3CP
3457863,3457864,14,63369,103,17,0.0,0.0,2018-01-06 18:31:11.250,3BR02FZFVDG1G11LMJXP
2006028,2006029,6,55104,11,14,0.0,0.0,2018-01-06 19:21:32.680,Y453DP4MRIMOCGM26V2R
4588105,4588106,22,51662,420,14,0.0,0.0,2018-01-06 19:31:05.860,0BOW97TJQ6ZAIWXLFOWJ
4630936,4630937,10,26378,37,7,0.0,0.0,2018-01-06 23:22:17.560,DVYLXS7Q9BKG11NYV781
4232786,4232787,4,30162,30,8,0.0,0.0,2018-01-07 06:00:17.390,742GUU9DS38HLNLZQBB5
600004,600005,8,59591,227,16,0.0,0.0,2018-01-07 08:32:26.380,349KHDLIZ5ESSIH5FK6Y
3991601,3991602,12,16191,69,5,0.0,0.0,2018-01-07 11:07:12.170,BDQX2LS8RJHNWOP60D59
4957341,4957342,23,71579,149,19,0.2,0.0,2018-01-07 14:09:32.580,72PF9HOIIR8IVMXFC6CC
5639481,5639482,7,9088,142,3,0.0,0.0,2018-01-07 19:57:16.040,3ANAI2G5QHC0BS1HZGP1
5161217,5161218,5,34806,258,9,0.1,0.0,2018-01-07 20:58:27.180,W8I2PTGI7579P3YBQIAK
3723015,3723016,21,76811,288,20,0.1,0.0,2018-01-07 21:20:59.880,ZTH4M1DR36DOAEQZG7RM
6757364,6757365,8,49766,136,13,0.0,0.0,2018-01-07 21:35:18.520,5TVQMZKRDOLIBH7R8K3E
6155591,6155592,6,29277,392,8,0.0,0.0,2018-01-08 00:22:17.640,1GR7BR6Q6B51DJVK1TP4
553879,553880,1,59870,432,16,0.2,0.0,2018-01-08 07:34:14.410,XRTKW0FQLYTR9TLF7TEW
1539721,1539722,23,82554,269,21,0.0,0.0,2018-01-08 08:48:43.830,B7PA6VH0NPGKJXXV0A07
5851428,5851429,1,54718,374,14,0.0,0.0,2018-01-08 10:23:19.880,EQXYAONFKQSPT2BJWR43
641732,641733,5,32952,31,9,0.0,0.0,2018-01-08 11:13:50.660,X6J2DG3TDSVKS6X31ZQK
6199772,6199773,12,20980,351,6,0.0,0.0,2018-01-08 14:19:34.520,943Y6UXT57IGPX58JB4E
6043629,6043630,12,71748,18,19,0.1,0.0,2018-01-08 14:50:02.510,EI4ACTJ1GNL4QCP1IYK0
1742616,1742617,9,7613,276,2,0.2,0.0,2018-01-08 21:55:12.330,KT0QZFIJBLIKLAWRFD7H
6439064,6439065,19,35475,94,9,0.0,0.0,2018-01-08 23:48:20.660,XIEPFWIH75DLU2TRPHUA
4928600,4928601,18,54035,318,14,0.0,0.0,2018-01-09 01:38:36.100,5HUX33J5U2NR8Z3MHUA5
1021903,1021904,10,51243,77,13,0.2,0.0,2018-01-09 01:40:13.840,RER2183O4I1GFH69BZP0
2721380,2721381,6,27140,372,7,0.1,0.0,2018-01-09 09:31:31.800,6TSG2E78XUS9IMV6WFAK
5182758,5182759,4,12649,41,4,0.0,0.0,2018-01-09 12:21:07.830,PKGEYEKHLIXLUT78BSGK
6570386,6570387,22,24414,85,7,0.0,0.0,2018-01-09 14:37:47.550,HRFCGK9B4K2XK054N0MA
5900646,5900647,22,1088,285,1,0.0,0.0,2018-01-09 17:17:01.240,SRUG9N73S1XFH1S415XB
4916057,4916058,12,12672,272,4,0.1,0.0,2018-01-09 19:13:00.380,JEBKIANAQQ6CPU4SBKV7
6568666,6568667,16,19183,450,5,0.0,0.0,2018-01-10 03:58:07.150,CBD3VCSDRHN3B17WSR7X
6691092,6691093,7,18757,242,5,0.0,0.0,2018-01-10 04:13:02.500,80WMUWYWGCDJQUB72NFD
3542218,3542219,7,37571,241,10,0.0,0.0,2018-01-10 05:06:12.930,GR69ZQEACO4JP93KCHVQ
397352,397353,2,57195,148,15,0.0,0.0,2018-01-10 06:46:20.960,P3BXTT5F1JOTUJ2T9YNP
3915563,3915564,22,88659,368,23,0.0,0.0,2018-01-10 07:10:35.840,3OEL66SV6QNMB1F05HY0
6531805,6531806,6,67920,158,18,0.1,0.0,2018-01-10 08:00:57.250,8YLFH0B3O8Z4JVK5QDWX
6475312,6475313,20,18470,80,5,0.0,0.0,2018-01-10 18:08:46.000,HXDF57TFTATY4DGJPP55
4043237,4043238,7,33846,421,9,0.0,0.0,2018-01-10 18:50:41.670,J5RH0ML5T97YAV48JBVR
4640872,4640873,14,16324,1,5,0.0,0.0,2018-01-10 19:16:41.660,P0652A27ZN9NGQW9D118
3771020,3771021,16,7762,72,2,0.0,0.0,2018-01-10 21:05:07.850,6TRBCKRMYK62EFYSWCJ5
1308955,1308956,20,12154,244,4,0.1,0.0,2018-01-10 21:27:29.040,7Y4YOAXC49L2XSE9HWIM
2091125,2091126,21,81137,102,21,0.0,0.0,2018-01-10 22:52:03.100,W0Y85C1OOMRL9EP76EDM
3760750,3760751,5,52210,252,14,0.0,0.0,2018-01-10 23:19:01.970,XR3C5DXCSFRQJJLO7E6I
1603792,1603793,12,97696,330,25,0.0,0.0,2018-01-10 23:19:18.890,ZWZUARXRQEVM8K4AMYIZ
1018411,1018412,4,12422,43,4,0.1,0.0,2018-01-11 00:55:11.920,QYMEMPAPBTMQL24YES9C
2094393,2094394,20,81146,369,21,0.0,0.0,2018-01-11 02:16:20.910,AAMRF2V9CWGUF3HSMNHY
4173120,4173121,2,21430,191,6,0.0,0.0,2018-01-11 03:16:06.040,RIS78KTKLB8MYXIBRM61
6181055,6181056,11,76623,351,20,0.2,0.0,2018-01-11 05:11:43.910,A73TGHR8QC2UCENHSIR1
1066608,1066609,6,69512,414,18,0.0,0.0,2018-01-11 07:27:30.490,BIRJNCSNH803BYZE8G53
1779390,1779391,8,54804,420,14,0.1,0.0,2018-01-11 09:34:36.170,ENUT2UFDOSU103MR3AD0
2845889,2845890,8,29986,112,8,0.0,0.0,2018-01-11 10:36:16.290,LXEV3V5ZIGEQM9LI2UOO
4507781,4507782,4,88601,224,23,0.0,0.0,2018-01-11 10:39:05.110,AVZDBPEU7UPT04USRSZI
4827456,4827457,13,82262,126,21,0.0,0.0,2018-01-11 11:21:16.010,5HECO9YB8PME1MB444XH
3800577,3800578,8,3826,38,1,0.0,0.0,2018-01-11 12:49:17.460,LUUBRHWQEB8HGZZOC550
1176297,1176298,18,62687,191,16,0.1,0.0,2018-01-11 13:21:58.220,CFY1S71W4D6NZ51737R4
4732703,4732704,15,7432,121,2,0.0,0.0,2018-01-11 13:36:03.760,D97IHFUOOZJCJII7FYF2
2380517,2380518,16,66111,67,17,0.0,0.0,2018-01-11 14:03:13.690,2X6EN39VP7UEMTR51UXV
4090848,4090849,12,30081,447,8,0.1,0.0,2018-01-11 18:50:33.160,L7URFRBVVKM9K8R5SNZM
5704640,5704641,3,88962,254,23,0.0,0.0,2018-01-11 19:26:31.540,6JKWEB4EXX2NAU3ILYQ7
2578752,2578753,10,63521,438,17,0.0,0.0,2018-01-11 20:41:02.520,7FJ9I3E22U69V35U5BBI
1807875,1807876,12,64192,399,17,0.0,0.0,2018-01-12 00:55:41.800,N571X8SHYM2XW12TBBT7
4630581,4630582,13,47967,183,13,0.0,0.0,2018-01-12 04:33:37.690,0ULUUGOQJZW6K3UY8FS7
3997491,3997492,22,97636,26,25,0.0,0.0,2018-01-12 09:34:16.800,Z5AZT5EH2PBDPOS6EITP
4967760,4967761,13,68686,189,18,0.0,0.0,2018-01-12 10:36:11.770,U89KMUINLDV23QPOYXJ6
3816436,3816437,9,35859,151,10,0.0,0.0,2018-01-12 14:56:59.300,8PW3LWE1B5LRARCNCGOS
4082640,4082641,3,81123,398,21,0.0,0.0,2018-01-12 15:21:02.450,J1XJ4L43TPHFIHXR4P9Y
526117,526118,2,71429,326,19,0.0,0.0,2018-01-12 16:47:15.030,90BOA7A2HERO3OGP6YGU
4174740,4174741,15,28563,130,8,0.0,0.0,2018-01-12 18:19:13.680,KRRO4SXY3BWI02VTHEPQ
4873048,4873049,7,47414,361,13,0.0,0.0,2018-01-12 18:34:44.540,WGBV437TW1DLIHLTLZ1V
4111409,4111410,8,60151,8,16,0.0,0.0,2018-01-12 20:02:09.770,HLANBT1ZECKB6JOGII2U
6316006,6316007,1,30799,333,8,0.0,0.0,2018-01-12 22:48:52.440,HWMO95JKQ8A5HQGHPB89
477357,477358,16,68972,333,18,0.0,0.0,2018-01-13 07:27:05.730,AXW5ZQL18LP6SU79UD4C
6405859,6405860,9,59062,417,15,0.0,0.0,2018-01-13 09:01:35.480,281SRH1V2YA698F9JV3S
151031,151032,7,70558,169,18,0.0,0.0,2018-01-13 10:28:13.890,3PY1Z53Y0X2BTQP01KJ7
3708498,3708499,12,15733,305,4,0.0,0.0,2018-01-13 11:06:01.430,YTQZQ4UCWSEU141JKBUR
1214098,1214099,21,34594,232,9,0.0,0.0,2018-01-13 11:15:12.970,Q7P9M7JRH5QGYAWM59ND
1609948,1609949,16,6899,60,2,0.0,0.0,2018-01-13 11:16:04.170,RJXZ3FGZ1RJU2CZPXHR1
3466932,3466933,12,71315,19,19,0.0,0.0,2018-01-13 15:28:33.540,F6PTLHNOYX01AA92AOFF
3269990,3269991,13,36960,67,10,0.0,0.0,2018-01-13 17:02:20.800,VF4IMBMBOS33CZYD7AGJ
3792211,3792212,10,56352,367,15,0.2,0.0,2018-01-13 18:27:01.280,OCSSPFPY3P4PRV7RUC6B
5853672,5853673,10,11087,85,3,0.0,0.0,2018-01-13 20:27:08.370,ORKXQ413JRI12BBN1NZN
3121018,3121019,13,46956,161,12,0.0,0.0,2018-01-13 23:04:33.520,0GTVP0XOX7EEE4Q1B0ZA
4870209,4870210,18,10054,292,3,0.1,0.0,2018-01-14 00:47:46.370,4M73CBGY3JVOI1EG3TTC
3720063,3720064,15,93378,405,24,0.0,0.0,2018-01-14 03:42:33.620,B9KZKF6MKLJI3QEISWBF
3050327,3050328,19,8317,442,3,0.1,0.0,2018-01-14 06:55:28.560,FQ1ME7DIN6PDKY6L5J6G
3284252,3284253,21,14362,225,4,0.0,0.0,2018-01-14 07:38:49.890,GRTZ4AXX268VGPGD6OQK
174719,174720,11,60487,158,16,0.0,0.0,2018-01-14 12:41:04.390,YCYBCW7NCLLJYA035IRS
5984386,5984387,3,79801,380,21,0.2,0.0,2018-01-14 12:49:55.130,4N9QOWHDE8HZB2DSFRHG
4734155,4734156,21,25759,362,7,0.0,0.0,2018-01-14 19:37:01.850,K8HI9SNLYWVBUT1O75H8
3428059,3428060,16,40008,1,11,0.0,0.0,2018-01-14 20:44:25.940,DGSS3UWWK3GCPAVLN282
4753010,4753011,21,49925,187,13,0.0,0.0,2018-01-14 20:46:32.060,FV60MP0B74UYHJGVRYKM
4917550,4917551,16,28793,100,8,0.0,0.0,2018-01-14 20:51:07.820,1E08GZE9W9L4NWNTSZUR
253577,253578,6,8554,402,3,0.0,0.0,2018-01-14 21:14:20.320,ILEDJS1HWQZBXA55BHZ5
5419467,5419468,20,3941,162,1,0.0,0.0,2018-01-14 23:08:29.280,W7QSFSQJ74SUWYU9MDWG
745068,745069,17,33660,348,9,0.0,0.0,2018-01-15 01:48:05.390,S3NJAEZ31UOMK6DVEFR5
4882620,4882621,13,7616,168,2,0.0,0.0,2018-01-15 03:01:01.500,O3D9L1VSAOO7L1UFZSLU
3113910,3113911,23,22353,41,6,0.0,0.0,2018-01-15 09:16:18.970,3SAO1HDFZOS6WHDSOZH7
4064359,4064360,8,5906,313,2,0.0,0.0,2018-01-15 10:18:12.910,81GPQGG44RG08ZZTU18X
2286238,2286239,18,8899,278,3,0.0,0.0,2018-01-15 11:11:30.710,7UZS9B56NGFPCFLYT4X6
6416934,6416935,9,49684,316,13,0.0,0.0,2018-01-15 13:38:08.470,3JR5MKURMLNBRD1RXJ0J
6367343,6367344,14,30369,394,8,0.0,0.0,2018-01-15 14:09:42.330,Q0HFL7DGU4S649RICKA8
6365689,6365690,14,6699,145,2,0.0,0.0,2018-01-15 14:27:34.080,IX2W64K4UKHLAAX21I4E
4563750,4563751,19,52431,42,14,0.0,0.0,2018-01-15 15:31:58.550,U2WQ3RSHNR1G7Y9T6AUX
2779318,2779319,17,7001,269,2,0.0,0.0,2018-01-15 16:00:25.910,RRP3LRAP6C3O9K46BTIA
6487807,6487808,17,14325,350,4,0.0,0.0,2018-01-15 16:47:24.290,P7LB1HH0VU3AKD9LEZY1
2346385,2346386,12,86643,188,22,0.0,0.0,2018-01-15 19:00:40.550,OECL6HGOFTE9MLZEEUYI
5518771,5518772,4,43207,379,11,0.0,0.0,2018-01-15 19:14:30.750,TNHZ7E0RI8DQ6QQE5K6Z
4239689,4239690,3,58045,368,15,0.1,0.0,2018-01-15 22:11:16.160,QOK0FX3W7D4OAXJ309LJ
5375979,5375980,19,64966,196,17,0.0,0.0,2018-01-15 22:23:09.020,B90QTRTX18T7KKPQPVL9
4446321,4446322,4,34431,57,9,0.0,0.0,2018-01-16 00:57:43.710,ZWPOXI10AU0G6UZCS7QR
4980905,4980906,18,54045,340,14,0.0,0.0,2018-01-16 03:50:06.330,EOVKUMUTENJ479CAZ8YJ
5139825,5139826,6,97939,272,25,0.0,0.0,2018-01-16 04:10:50.490,J7A2QF1PQEHCW2QEH4XG
3193794,3193795,1,91926,136,24,0.0,0.0,2018-01-16 05:57:18.230,ON1A8Z5ER5QJHHM4BUP8
1431256,1431257,11,19004,142,5,0.0,0.0,2018-01-16 10:18:23.530,4FTIQ09DQV54EAGWWWEW
525043,525044,22,25211,321,7,0.0,0.0,2018-01-16 11:28:10.420,L0HA7GJHKL76YQVHFYOD
3311989,3311990,8,52163,368,14,0.0,0.0,2018-01-16 14:55:51.600,GOBSXGIVYMZ0RT9Z0F3J
4193305,4193306,6,98067,270,25,0.0,0.0,2018-01-16 17:53:08.150,VD81WDGY0ZIG29SVTBM8
2074771,2074772,9,8159,62,3,0.0,0.0,2018-01-17 00:30:39.630,PX6X47DGAEP8QE6G7GQW
1935527,1935528,1,71391,122,19,0.0,0.0,2018-01-17 03:18:37.030,L9YIDGO5HESED0LTEC6H
4394368,4394369,18,33655,97,9,0.2,0.0,2018-01-17 10:49:39.580,4SA3D6QN2QHC3AZ9S9QI
1345469,1345470,22,53168,440,14,0.0,0.0,2018-01-17 15:33:59.080,KH7YF8CVR237X4A0TEGC
675678,675679,3,60371,165,16,0.0,0.0,2018-01-17 16:54:42.500,L2EGYW8L9GRX7IZEHM9H
505628,505629,18,5952,18,2,0.0,0.0,2018-01-17 19:02:36.610,64MFN07X3L8VS6V1A1J2
3611112,3611113,2,26181,248,7,0.0,0.0,2018-01-17 19:30:06.290,AM616ZFGH0VKANIH25NX
5589088,5589089,12,39318,338,10,0.2,0.0,2018-01-17 20:35:57.690,O88BILPM6BQ0LEYG2GWY
614689,614690,11,9536,27,3,0.0,0.0,2018-01-17 20:53:59.530,1IJ0RT00IP4LG17CPOLH
77776,77777,12,93378,271,24,0.0,0.0,2018-01-17 21:54:46.880,I3469T6E1DCOF7YHS88Q
4244982,4244983,12,62031,362,16,0.0,0.0,2018-01-17 22:01:59.360,DB8S8XFHL0D99O0A96C1
949751,949752,1,21181,9,6,0.0,0.0,2018-01-18 01:44:08.360,7R42UDXH3YZ3LTHUOY4C
941043,941044,10,54879,335,14,0.0,0.0,2018-01-18 02:06:04.840,KG77QPA6SLRY8NNF286Y
5039233,5039234,12,65386,399,17,0.0,0.0,2018-01-18 03:04:05.760,XPR7YM0KFIJ1I909XP92
1202103,1202104,9,48847,87,13,0.0,0.0,2018-01-18 03:50:30.710,YTXYDJ8GNM74BU95RQMD
1559880,1559881,3,42010,409,11,0.0,0.0,2018-01-18 04:45:05.300,CC0B0R557LFHG7O9H8AP
320598,320599,7,92661,189,24,0.0,0.0,2018-01-18 08:43:48.330,SRSOFSC13WR0D1MF3PK8
5644682,5644683,5,73559,29,19,0.0,0.0,2018-01-18 08:48:36.430,B5ZEAGVOFWJNRIT0FGBM
702025,702026,11,29609,243,8,0.0,0.0,2018-01-18 10:22:57.450,NBIYQ7BCXSHIP5OWEPMH
6246571,6246572,4,35413,302,9,0.1,0.0,2018-01-18 11:43:03.500,88OYJCXU7T61PRLE56X9
499597,499598,6,54311,235,14,0.0,0.0,2018-01-18 12:35:40.890,FE1OUP0UU01M0Q3P2FD1
315052,315053,7,80328,48,21,0.0,0.0,2018-01-18 21:23:40.810,47ZWL4T3IQYUK4QMOJQ8
1455648,1455649,12,11831,25,3,0.0,0.0,2018-01-19 00:11:31.000,IJEWB7H4MWY3X1MJZSPN
4597615,4597616,11,40355,163,11,0.0,0.0,2018-01-19 01:47:28.490,F25X93RC45XQ0PHS451C
5350635,5350636,22,37785,237,10,0.0,0.0,2018-01-19 01:54:55.060,RONGKINLVTWPCNX60ADQ
90919,90920,19,89215,249,23,0.2,0.0,2018-01-19 07:48:04.340,7HOM9CBPGOII7LM3JBW6
5827796,5827797,23,42943,278,11,0.0,0.0,2018-01-19 22:12:21.790,QMLZG96BUAE2NX7QKDW8
224230,224231,5,77871,300,20,0.0,0.0,2018-01-19 23:38:49.050,I46PWVK9NB6RL7EV84G4
5844653,5844654,23,62473,44,16,0.0,0.0,2018-01-20 02:58:39.750,VHT2XZR946WNT6MVYQG5
3784228,3784229,22,60058,58,16,0.2,0.0,2018-01-20 07:17:17.130,P4FAK736AXCMM72ER247
3509857,3509858,19,8558,10,3,0.0,0.0,2018-01-20 07:57:48.890,251N3SGCNCFNX6D93EYG
1050309,1050310,14,23373,322,6,0.0,0.0,2018-01-20 08:46:28.790,9CEV0R9FEOJSEYV7M63M
4922604,4922605,20,59685,345,16,0.0,0.0,2018-01-20 10:05:28.830,Y9VVXFUQNRCG6V4EC3ZF
3716106,3716107,16,50809,339,13,0.1,0.0,2018-01-20 12:02:29.160,N44Z4RTBGSOIQOTMRJZW
4924963,4924964,14,6465,133,2,0.0,0.0,2018-01-20 12:11:25.150,ATYLGXDRKS7NC7G8I1U6
3766558,3766559,2,19692,187,5,0.0,0.0,2018-01-20 14:43:16.050,0KQAH4BHZ307JZR1XY52
6704187,6704188,5,6980,170,2,0.0,0.0,2018-01-20 17:45:55.580,B4PPAZE2VYDAJOXKP0RH
4225895,4225896,19,51902,265,14,0.2,0.0,2018-01-20 19:43:24.230,AX7JWUGLVPSYQSM4EU0N
4332787,4332788,19,14211,282,4,0.0,0.0,2018-01-20 20:03:51.270,TYIXT9MLJMMY15JPFFRB
4790215,4790216,8,24789,62,7,0.0,0.0,2018-01-20 20:59:09.190,3Q2CEPY7V0GKS3KHG3VK
5229911,5229912,6,42756,330,11,0.0,0.0,2018-01-20 21:10:26.650,71ODCDDZ17CX4DLT6KT3
6247072,6247073,2,79189,181,21,0.1,0.0,2018-01-21 00:18:11.820,2QT1ACBE5C9F8DNYFNPW
4209136,4209137,19,52873,298,14,0.0,0.0,2018-01-21 01:21:27.420,TW9B2TANCERXZZB9JVMD
4216383,4216384,16,43069,273,11,0.0,0.0,2018-01-21 02:04:15.950,5UITMKIO5YAA7M7KUI9N
5952960,5952961,23,5502,299,2,0.0,0.0,2018-01-21 07:39:48.170,SLD8ARHYE76SAHRI73WC
1071976,1071977,6,94813,20,25,0.0,0.0,2018-01-21 10:01:22.460,4OOTYGMQT7J1K3LAJ5OK
4270307,4270308,20,22791,130,6,0.0,0.0,2018-01-21 15:42:17.100,VB8BQVB24J9Y8XQKBIPB
4975143,4975144,1,20128,436,6,0.0,0.0,2018-01-21 17:37:58.370,1ZGNZUMGQCY13SCXP7BY
5001939,5001940,13,82779,117,21,0.0,0.0,2018-01-22 01:45:28.660,BE1TCH2FTN59B5EG4QUL
5264139,5264140,13,71824,4,19,0.0,0.0,2018-01-22 02:21:14.550,FHW5ZLS0XPHP7P1TQ7FZ
6591054,6591055,8,58193,222,15,0.0,0.0,2018-01-22 03:23:09.400,L1AGW394EYA77ZQWHTP7
5112965,5112966,15,19911,264,6,0.1,0.0,2018-01-22 07:00:11.960,70XII2LBSU5RUNY50XZK
1264986,1264987,3,97141,364,25,0.1,0.0,2018-01-22 11:35:23.200,KWSD5G8JO5UCXNGK55BM
1380878,1380879,5,62720,349,16,0.0,0.0,2018-01-22 11:53:54.510,B6V5V3P4CD8FZUYT15ZE
1094583,1094584,19,801,356,1,0.0,0.0,2018-01-22 18:36:12.420,KBZS03N1TRIFCS7LWG0F
2804192,2804193,15,87845,137,23,0.0,0.0,2018-01-22 20:34:16.720,26YI6ZKW2G2OQWA4XFGV
1819617,1819618,9,61789,442,16,0.0,0.0,2018-01-22 23:38:00.430,G12G4RKXFDH8XS556X0Y
4468824,4468825,20,57227,314,15,0.0,0.0,2018-01-23 02:21:30.150,2JDF5NBTWT6GX7KOUIKB
6317696,6317697,17,86108,286,22,0.0,0.0,2018-01-23 02:53:44.580,UT74WUXIUVPPAGZ0259W
653497,653498,16,93275,387,24,0.1,0.0,2018-01-23 04:31:01.380,2N9N2YKXEP89MLG7LYVN
6532471,6532472,23,12880,169,4,0.0,0.0,2018-01-23 05:43:01.810,GU90LOC9CNDEXOSI2X99
1428650,1428651,20,13183,15,4,0.2,0.0,2018-01-23 06:54:54.850,R4MUN2XRNSOPDSO3MNR7
5629340,5629341,17,97006,412,25,0.2,0.0,2018-01-23 07:15:28.860,WTK8T0VUJK0A5FRZC4ZT
3396985,3396986,17,40297,431,11,0.0,0.0,2018-01-23 08:57:30.480,8T8QWN95V2Q8D3P4QU6I
6151360,6151361,6,12208,423,4,0.0,0.0,2018-01-23 09:10:03.520,MQYGMDODZN4VHHTY895K
3778041,3778042,16,58814,224,15,0.0,0.0,2018-01-23 13:35:55.720,R80KSPXQI3C6U1XC31PF
5245248,5245249,5,39888,98,11,0.0,0.0,2018-01-23 15:12:17.100,05VTM8MG6M133QLFTNYS
5530567,5530568,6,25696,357,7,0.0,0.0,2018-01-23 18:04:52.900,YSR99SZNQ15DCQNBWC22
6437140,6437141,13,51332,219,13,0.2,0.0,2018-01-23 19:36:37.840,T2VGXRJY2SVFIHNY4E5Q
